timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,on_cloud,pue,wue
2025-12-03T18:43:49,camembert-fairtranslate,153cf8ac-16d8-4fea-9d2f-32886d1c6ad5,db716ef4-7bf2-4b8e-a976-e9789aea8157,236.879942405,0.0034326899956465757,1.449126490320406e-05,42.5,58.40246658822704,10.0,0.002781616339975694,0.0038555178066339998,0.0006543143458944452,0.007291448492504138,0.0,Singapore,SGP,,,,Linux-6.6.105+-x86_64-with-glibc2.35,3.12.12,3.2.0,2,Intel(R) Xeon(R) CPU @ 2.20GHz,1,1 x Tesla T4,103.8507,1.2872,12.671428680419922,process,N,1.0,0.0
